Pose Number,Knee Angle (degrees),Hip Offset,Ankle Offset,Should be Detected,Detected as Squat
30,184.6359292709836,0.29646710800649856,0.055845321161427486,False,False
31,145.2761044833635,0.2062215566538863,-0.46557289651755884,True,False
32,70.39907129644804,-0.23493564212151496,0.43871157396069227,True,False
33,149.72291179535785,-0.4807309273936786,-0.43059154350357387,True,False
34,166.18010296484383,0.0023369138831682568,0.39251807219795853,False,False
35,150.6092673136464,0.09943756401324855,-0.16688615867823586,False,False
36,127.92880946074939,-0.4063966720647769,-0.4620085882156142,True,False
37,88.92378897857874,-0.036646690274039995,-0.24062400406626516,True,False
38,67.75116174512644,-0.2435638152870736,0.39767618981470687,True,False
39,70.0455348279547,-0.4649007016745126,-0.2987674936151159,True,False
40,178.15051505750114,-0.28000381950105857,0.4939092778405014,False,False
41,108.82381642470565,0.4800178415528289,0.1232563958890317,True,False
42,152.85968874248843,-0.3460305602732672,0.38160764765345445,False,False
43,153.12739036720257,0.35245797618793395,0.25604844164265317,False,False
44,76.83806524316142,0.13187675249688346,-0.03509362044341269,True,False
45,183.02826521292872,0.10953059571083079,0.2951637122152453,False,False
46,90.03855308285179,0.13169053706009615,0.4052583907025269,True,False
47,97.54473642691363,0.40965630973204537,0.44294100792388924,True,False
48,88.0622591357343,-0.10355664662983532,-0.09650687385191592,True,False
49,90.90198983319432,0.43365096742054354,0.43450259231064436,True,False
50,155.229497651791,0.27128477307290566,0.2950888016876333,False,False
51,168.22706106556,-0.48506287754893085,0.362617865485922,False,False
52,164.16397091131273,0.02211893423015865,0.041573532107196276,False,False
53,159.98459099447447,-0.45516336004784574,0.2207016930961988,False,False
54,167.89177165105804,-0.2537263957964666,0.4353712517679894,False,False
55,131.3345208569156,-0.05195303968198173,0.25605269689932886,True,False
56,136.63370357841734,-0.40855499414468077,0.32086412980260814,True,False
57,65.78714131465114,-0.0053141494973981684,0.10037988280571075,True,False
58,163.51764703535406,0.2247987724913607,0.012977440262927575,False,False
59,87.7586073826231,0.058441619722601645,0.15977896796142843,True,False
60,120.1874257126562,0.12132646791932677,-0.3149920693413715,True,False
61,84.74360298335674,0.25471284164440033,-0.1924725230668597,True,False
62,154.7637414399271,0.06414510757083991,0.10681012105010812,False,False
63,121.25183362074243,0.32442751654349045,-0.3968995305465878,True,False
64,80.28943964168877,0.21796701826785536,-0.2648580470725249,True,False
65,117.99836025792237,-0.30866087841065437,0.38270353261748646,True,False
66,75.34498415724144,0.2309742525464895,0.39269581544437304,True,False
67,161.26963569784732,-0.26834265678795977,-0.33219829305499704,False,False
68,147.5544564696733,-0.25606448751191213,0.3015123578641552,True,False
69,79.63908895456511,-0.4477574216386746,0.01768765214103485,True,False
70,76.07696181533579,0.4943830026131111,0.38867328095049236,True,False
71,75.50952766524765,0.48487317903836746,0.2748986882184219,True,False
72,174.81378228002353,0.4687860478792327,-0.1919896910054364,False,False
73,80.89224897574026,-0.4751756763845364,0.4037302060139596,True,True
74,133.39983422884347,-0.4297172490723583,0.17564943358371377,True,False
75,188.78427141635632,0.18370753531258,-0.4635057407644133,False,False
76,125.6948002177165,0.025673270734573594,-0.22475068946255738,True,False
77,85.6312229121582,0.34603043429682867,0.393721732215947,True,False
78,85.62562552077367,0.4553965001821364,0.39228368253838775,True,False
79,85.75083325514262,0.03330225422635069,0.291232320696456,True,True
80,105.21577013276666,-0.24959574019089292,0.37023743030287215,True,False
81,95.36974519830149,0.07310666134490162,0.13569222047723117,True,False
82,89.08556948942083,0.11052822338783941,-0.2226514942201786,True,False
83,139.18225666890538,-0.42414612869790913,0.18973725021133347,True,False
84,80.26167128329249,-0.32103390730444004,-0.26492516750157113,True,False
85,69.48398955942959,0.29246829110352157,-0.43283830005164425,True,False
86,175.9746155332811,-0.4009922436938894,0.34604750158565034,False,False
87,61.29189399385508,0.3533147421368653,0.28586919948594736,True,True
88,162.06758490137526,-0.424999379282493,-0.12772390317090598,False,False
89,123.15306325385947,-0.37917736432658267,0.04310684479053173,True,False
90,126.21580330810592,-0.31708608422655615,-0.4089693739467395,True,False
91,145.0216468318792,-0.02977248394524956,-0.018485370652981503,True,False
92,112.1726413892052,0.28164769249775623,0.3165088622250517,True,False
93,114.58405973609297,0.18688072737840078,0.1928111986691523,True,False
94,69.31978080716068,0.23581031098368765,-0.4873176560036193,True,False
95,144.14073187043527,-0.1319850071391261,-0.4829768326840551,True,True
96,81.91754698375314,-0.1691674974106061,-0.18136380168657928,True,False
97,130.3722082303253,0.15817816192083234,-0.24968738040296656,True,False
98,163.31594838061494,0.12488147107538239,-0.1972423633545196,False,False
99,109.33819405899186,0.4467718437659175,-0.3680915844129684,True,False
100,85.46324069118107,0.3132333258166444,-0.05569296774048926,True,False
101,149.92960228425318,-0.037793015401517804,-0.32692221094075335,True,False
102,189.95550872697476,-0.1013233173442033,-0.02599889340169992,False,False
103,86.87869908199703,0.12571819856731126,0.2310711690887336,True,False
104,129.18635929012572,-0.03910909743027513,0.06209393173119826,True,False
105,154.83230457407728,0.47852688907412544,-0.49573107935864147,False,False
106,162.06724956717247,-0.45567767004886894,-0.08910591358427877,False,False
107,121.71152236304962,-0.0809830577746713,0.16891558077389057,True,False
108,74.06005188696983,-0.06996659856182419,0.08705569541036517,True,False
109,104.27492645835183,-0.05196422498497755,0.3863001892388285,True,True
110,68.80975288770078,0.0879965053635714,0.31073194770181867,True,False
111,148.4377910769356,0.1629074870643792,0.38808965613512825,True,True
112,101.88006498599407,-0.4690139490616776,0.44004000511812014,True,False
113,165.04000792452192,-0.24181048777790848,-0.38553974644104416,False,False
114,113.74996909569498,-0.07157007910471413,0.4256506120492429,True,False
115,82.65266593904002,0.03368620097539099,0.19812093617195103,True,True
116,74.24547437242163,-0.15445917169249423,0.12440203675295691,True,False
117,66.63403330180364,0.1318979476492066,0.4824045931124421,True,False
118,165.20396673842777,-0.271241772972006,-0.46660278610932526,False,False
119,107.34987815787626,-0.055949564249903494,0.3462041170933362,True,False
120,104.97025066388949,-0.012840935329697878,0.21688184838734081,True,False
121,107.94893535360714,0.22125384209843568,-0.44284690701546636,True,False
122,78.1011981068903,0.13679305215561965,-0.21577905756257076,True,False
123,138.1591059439967,-0.3262263682386788,0.22410480884420259,True,False
124,75.84685719613796,-0.1382941303289451,-0.37398193093328436,True,False
125,79.33147017080887,0.16219663726179467,0.3348261653652925,True,False
126,62.02261269118597,-0.35716666591623214,-0.021596971203904913,True,False
127,176.06025463652017,-0.1675375489347587,-0.005917072752896324,False,False
128,82.4907111778274,-0.3807245762894379,-0.17154564576386178,True,False
129,131.55054563824996,-0.04553049335057213,-0.45814241303098424,True,False
130,181.4604265821469,0.39334828406089806,0.42828363578412176,False,False
131,86.79291998382874,0.4209471657508649,0.18489609510160543,True,True
132,86.66990844052597,0.08370893787542277,0.2705874856594197,True,False
133,127.91726829238667,-0.13643483928640177,0.1945807551358627,True,False
134,188.56695450912105,-0.3373176757716819,-0.2678924239917102,False,False
135,176.39740980656023,-0.475347954297753,0.4601167535794698,False,False
136,66.54981098267314,-0.449043219407386,-0.1565942923429403,True,False
137,125.61576229175532,0.39353250544845786,0.1296923921979195,True,False
138,174.82820857942954,0.2364364650321248,0.3322407151046666,False,False
139,184.82511631785485,0.0017908596413062083,0.08761437415806728,False,False
140,93.85473867490897,-0.47281657332843385,-0.26785432684918786,True,False
141,148.69502705964987,0.4636583500765893,-0.34825216628131583,True,False
142,92.26831756070375,0.23364531404637756,0.025212557016022652,True,False
143,63.791170364894434,0.25510129425617534,0.454029214446668,True,False
144,110.08577136231588,0.26363915510605074,0.2898188440808448,True,False
145,66.5973267056323,0.2764945170401776,-0.46698817138318494,True,False
146,129.7397927726155,-0.04575184925035847,0.2790514806123432,True,False
147,104.14670765789438,-0.25483507110318093,0.49585809902822453,True,True
148,141.75659691891894,-0.327842408652105,-0.1886392808122539,True,False
149,99.57939375298204,0.4290640343912824,0.4318217005059489,True,False
150,71.04113946027806,-0.42713785337838217,0.13527565754559,True,False
151,154.86040129230807,-0.005960168364557483,0.3919543991453106,False,False
152,62.103598718506404,0.37367155535776386,0.09476867156349489,True,False
153,118.40896801262869,0.42850096791430903,0.12136838147819207,True,False
154,133.59009073319265,-0.28583459086692664,0.3950687387238597,True,False
155,146.95483826164565,0.4666733758789169,-0.3419387375231121,True,False
156,114.28978558013017,0.3848773421193823,-0.07700192032458819,True,False
157,83.48083119617372,0.3754479542065593,0.4111650250579362,True,False
158,137.71187196154875,-0.3546532937125575,-0.3093124197498708,True,False
159,181.99749260975764,0.3300107528460924,-0.07154636827118677,False,False
160,176.48913791171267,0.2432557016924769,0.4139361370568839,False,False
161,132.18047944812037,-0.0767122830024618,0.09708764536314274,True,True
162,106.63712691300364,0.14060247655615243,-0.17140417267491037,True,False
163,115.09382554115224,0.1340677996831845,-0.2624489745424915,True,False
164,76.51772238433361,0.0036765512056115,-0.4136157823566634,True,False
165,157.20966740016402,0.47485785264087677,-0.4351344584305791,False,False
166,130.2073399691045,0.39041340449358675,0.379246284884885,True,False
167,98.08821356573111,-0.3876662663969842,0.1058241995437591,True,True
168,120.07938481623094,0.2419764683576041,0.37748113822836626,True,False
169,167.60125181641794,-0.11833790663061095,-0.1257722889844084,False,False
170,118.99840859774761,-0.12950921461958398,0.07506142653880554,True,False
171,141.3048951534725,0.4143730302404419,0.17643600025582695,True,False
172,86.46107258633535,-0.30391647882881123,-0.08102350312572193,True,False
173,120.03340207026083,-0.3389731982719646,0.22500424235299,True,False
174,82.1016303647578,-0.20847812499405893,-0.48516515397665816,True,False
175,98.37630462018765,0.32045067126095217,-0.4647781118584411,True,True
176,77.08077475379334,0.2544750296732067,-0.16900066095803923,True,False
177,179.22177509464072,0.43125203501307585,-0.3788631473761733,False,False
178,98.00551773244402,-0.42501632266889366,-0.07418826070466245,True,False
179,154.48021146372326,-0.41704602715309436,0.3552529731977403,False,False
180,148.88100719719358,0.4043757852932883,0.4457352714344355,True,False
181,167.78821502654785,0.037106732637825046,-0.32089562266250604,False,False
182,92.36792180423282,0.010195661196097494,0.40198488006986066,True,False
183,135.5934232551781,-0.4676356639312286,0.3444317850670956,True,False
184,97.9621589132208,0.24446758915228517,0.25161160291090345,True,False
185,71.23540151673481,0.28646953050907376,-0.445948259701892,True,False
186,63.720037648322716,0.07083668385520303,-0.3983346023869583,True,False
187,131.60729167780408,0.4952490800336934,0.3651653482827715,True,False
188,124.36394839523918,0.41202555486396186,0.1501270021007336,True,False
189,159.2714970820336,-0.20356863204976383,0.1844401286488837,False,False
190,109.64228876925998,-0.29437974650245224,-0.28658705679236474,True,False
191,159.79692733593058,0.20647901926448087,0.16496996006921472,False,False
192,67.88315129204524,0.21546165837868592,-0.14558272517019377,True,False
193,100.36869416293368,0.30957590889802344,0.46401637472657953,True,False
194,133.19085934673205,0.04556441886632967,-0.18319527824931714,True,False
195,182.24199878364055,0.40971033239703136,0.13871595973335704,False,False
196,139.04227036501106,-0.20974851900516622,0.10993567387646608,True,False
197,156.5768053992916,-0.008626753383867092,0.49584002142171035,False,False
198,181.02125204001322,-0.23036309091621954,0.4442130705144427,False,False
199,186.62811327882713,-0.07713460274844619,-0.28645119639263195,False,False
200,151.84889553651476,-0.48826855784297907,0.25350450070759845,False,False
201,174.36200709561376,0.24608897531410823,0.06232917300330776,False,False
202,108.96846046094139,-0.045187460408782854,0.23887323344325284,True,False
203,160.2114915078622,0.1631614893613168,0.4447601977746398,False,False
204,90.39098424107549,0.01798842372423548,0.48285362076934335,True,True
205,69.60368014962783,0.07008037567326342,-0.3169802050045216,True,True
206,166.3216323110774,0.46954720003401207,0.1655518640530087,False,False
207,91.46551018042622,-0.34474639289596853,0.4013868571631981,True,False
208,146.6154700959887,-0.47844134226736135,-0.006656779642503663,True,False
209,148.5299655865653,-0.014378214774451448,0.0716228177104622,True,False
210,114.44380252254717,-0.23652015556693617,0.11742840773493024,True,False
211,173.39600630908043,-0.15996690606920216,0.2572432449347971,False,False
212,102.93707116501218,0.22177716589387664,0.038764463299885366,True,True
213,103.54289535172231,0.02716892583335695,0.49317244747106226,True,False
214,111.15448939208775,0.4549874691415675,0.11611072230926689,True,False
215,172.21632167289044,0.13283179804184686,-0.23237703421861533,False,False
216,93.93121582648791,0.35466584200777473,-0.347440461386628,True,False
217,81.6004169720402,0.23483137753086714,-0.26395655084282776,True,False
218,117.26241575326048,-0.3000121666085728,0.23175632340548158,True,False
219,73.52726649219775,0.20323769358462251,-0.14967976130760652,True,False
220,109.1329570927223,0.4933764180570771,-0.20935123155184732,True,False
221,135.7604125127927,-0.005917171111772479,0.3130781008282507,True,False
222,79.8002527817218,0.49334800816074564,0.46336217005121316,True,False
223,186.3590587345339,0.23466947038489017,-0.3954382596351146,False,False
224,128.33484204980803,-0.11100116803243643,0.0878018955729295,True,False
225,174.15947232892788,0.4788754920910495,0.10779158294247704,False,False
226,118.67474742542493,-0.32460765051103857,-0.145716813673351,True,True
227,106.88027312410722,-0.03740474687655804,-0.35470220857372126,True,False
228,139.80991979694033,-0.2641619891322441,-0.14237331570919953,True,False
229,98.5520818702378,0.14360580216250296,0.393506850343874,True,True
230,168.45033341600274,-0.17270078595245664,0.3178315462573974,False,False
231,180.88366596785482,-0.39394605265270854,-0.033005968663869734,False,False
232,150.7836682266983,-0.2814412277862509,0.208120548694393,False,False
233,135.33027608318815,-0.2525353636225103,0.34910018111961105,True,False
234,132.1943520720099,-0.40580143257920775,0.34114375873727576,True,False
235,83.06352777759804,0.18645328765662894,0.07650612540014046,True,False
236,144.69793111587734,0.24302003616098034,0.012532586507566501,True,False
237,140.43270518536175,-0.13395313440566214,-0.09076378226973458,True,False
238,184.81479535662993,-0.24880155313651342,-0.1035939029573475,False,False
239,122.0225782058858,-0.2436066968698145,-0.3927686666321184,True,False
240,62.207829639409454,-0.46314813539624866,-0.1075934675571788,True,False
241,176.54010405099686,0.3900253459085201,-0.13718468115724325,False,False
242,114.55676185084748,0.022522471280215228,-0.07876977034169708,True,False
243,72.73602701580849,-0.29772627345801816,-0.3671922228263802,True,True
244,88.66660048021222,-0.3345885221256486,-0.28235357325966814,True,False
245,173.35351086755117,-0.19459407906043424,0.4244763375009881,False,False
246,161.37102737314862,0.14721123649081258,0.0852629296587889,False,False
247,161.2700451296157,0.17091786703853173,0.24028691777576328,False,False
248,145.96961046486055,-0.07877918693250685,0.09865907703579757,True,True
249,79.45329351638425,0.021756818318794502,0.3270858456405822,True,False
250,86.93263455627627,-0.29415869031167985,-0.15563286828427947,True,False
251,110.88145737383145,-0.32275518740220754,-0.48579538090228136,True,False
252,166.43881814266607,0.4577433207604584,0.4570516318876542,False,False
253,62.21668403354508,0.33927678930170857,0.48794205047819894,True,False
254,146.25737525365463,0.26633496852160765,0.004941089083782102,True,False
255,105.03454317842781,0.45135432352799976,0.4623667130743385,True,False
256,85.99043195391862,-0.3162768651065684,-0.40207396489524827,True,False
257,135.97687462098747,-0.0647715412639126,0.27198680316837287,True,False
258,60.51044611522481,0.25686375722172605,-0.0631228473687403,True,False
259,167.1235709612999,-0.35573966006775404,-0.4565011423530173,False,False
260,175.99980370485744,0.39202785779986615,-0.24635606513288544,False,False
261,140.5529368150708,0.0459748212682346,0.15102131282960474,True,False
262,97.13345268290047,-0.05816659255229906,-0.004082860778657271,True,False
263,170.18924002583128,0.19864308031655786,0.33965281052184837,False,False
264,128.16250586243615,0.019014548469882042,-0.1703451710604318,True,True
265,68.16896582121886,0.08799404896535268,0.07207754766882568,True,False
266,169.59743527866019,0.08757251794838439,0.4642191759184505,False,False
267,164.42351943629927,-0.07814175598500084,-0.2198596311094051,False,False
268,98.1741001523502,0.0684298546562706,-0.09337319341758299,True,False
269,168.29654564353729,-0.43551789418517073,0.47402320263540343,False,False
270,109.30814944875024,0.17020836617641533,-0.07782048142580134,True,False
271,70.59193387131965,-0.4105256669427062,0.06990794172475856,True,False
272,119.33962618811941,-0.22519082201298202,-0.3126058313686343,True,False
273,150.17741636740092,0.30465608493009444,0.2682558170419058,False,False
274,161.36837427574915,0.3398720591558798,0.30123737439334086,False,False
275,118.72110509743389,0.3113146322103947,-0.433793876355718,True,False
276,178.9925459800812,-0.1306233538210606,-0.2564868096423659,False,False
277,133.9316566734879,-0.011237850362731172,0.05964999041405061,True,False
278,134.37098292441547,0.4208418907314956,-0.20456878454566363,True,False
279,165.6511611325634,-0.16148612929152728,0.07538975480670718,False,False
280,91.28254048479961,0.13451262847666734,0.08500559645217565,True,False
281,134.046664418884,-0.08055885811042607,0.29405377503808305,True,False
282,112.18604918470484,0.0312945709677529,0.23214795698293034,True,False
283,189.34591707024728,-0.09145747325178066,-0.41654473377223533,False,False
284,123.04217337799003,0.1339451390554629,-0.1427945782128317,True,False
285,155.6845158162688,0.2125241388797493,-0.14362958754439592,False,False
286,111.62240248185299,0.3732508478876333,-0.3072747086664326,True,True
287,149.03844792766705,0.058865005451000485,-0.3573876877499408,True,False
288,96.3061640279286,0.26638178343240837,0.04429035670520798,True,False
289,131.00969339758916,0.37322308254065617,0.4267616100949755,True,False
290,174.43213511611447,0.4543894099148982,0.2571362074963267,False,False
291,78.2489073204424,0.45078003259883237,-0.04725718055051631,True,False
292,90.05845848651755,0.15646897841226792,-0.2888602164814711,True,False
293,68.87974930967334,0.18122026442756456,0.45185770829785454,True,False
294,62.63767586765372,0.15400190084079923,-0.14666413111892185,True,False
295,167.6008004016672,0.29003523460840575,0.25588708409005045,False,False
296,62.672210283775726,0.3332343217712793,0.12184906599531775,True,False
297,61.956040023133184,0.19894881766404893,-0.22687463062681257,True,False
298,133.69584846339592,0.04721397753121426,0.09541962933897075,True,False
299,138.83815071285926,-0.13156622858638767,-0.49721399517126386,True,False
300,134.42997402673188,0.030298179310845108,-0.2831765243891652,True,False
301,71.70150753498177,-0.08320132164627791,0.0954486874153525,True,False
302,73.58106443006312,-0.42751524897002247,0.3503585584849761,True,False
303,67.4371935677311,0.12154381199733233,0.31772583783062935,True,False
304,87.52337782929506,-0.25131731059708073,0.023976841286504236,True,False
305,137.62083304711962,0.49822936724449507,-0.026842017190444878,True,False
306,121.55084333113312,0.05182941400122154,0.4280763691884746,True,False
307,185.75934557643433,0.4407787580389291,-0.340296954133832,False,False
308,167.2937420600565,-0.15521012086401176,0.145356150160313,False,False
309,93.82229895161436,0.18485462177137213,-0.2778706177257726,True,False
310,175.5040032793404,0.2660679149097389,-0.36700825257173375,False,False
311,138.98132039302217,0.11850069542059427,0.39314624734917925,True,False
312,85.45698479059828,0.11038802081891186,-0.003891563596047476,True,False
313,164.2347157813747,-0.18653824709364852,-0.24652967675675508,False,False
314,149.5265307623361,0.23914236735685124,0.49015179734387826,True,False
315,121.46577926273318,-0.2990508107048031,0.2689698525148049,True,False
316,137.0711222021681,-0.3616491026365535,-0.283781094778058,True,False
317,169.5675576849801,0.42759089300251363,0.24034368203187473,False,False
318,170.8438886820851,-0.10914448353400619,-0.1730780257093718,False,False
319,116.5067126838581,0.22536161995969684,-0.06716843918979554,True,False
320,98.63114616489707,-0.4714786505070043,-0.36677014578344846,True,False
321,80.79339220964178,-0.0023193242123619173,-0.06764258598018158,True,False
322,139.24022086437512,0.042123421391083715,-0.3878864199066143,True,False
323,178.50409300909112,-0.33907765057488204,0.19252764787339993,False,False
324,139.24543390843655,0.2740315619260635,0.14112241203775366,True,False
325,140.49700360349823,0.35053967990616897,0.0037675605788111133,True,False
326,77.83375785608703,0.48492483589807067,-0.355193394445365,True,False
327,175.9498114123931,0.03296668426327243,-0.31728340189876936,False,False
328,73.78835259877656,0.21270319007657457,-0.2472030467930605,True,False
329,172.1605439972986,0.4572625875305999,0.09829153531091617,False,False
330,75.62587414498202,-0.1767506084750735,-0.16032118121476235,True,False
331,178.953321709718,0.02170557684161223,0.48107076580714914,False,False
332,120.28202589674567,-0.03564702207130643,0.42079922577094175,True,False
333,79.01175117314389,0.0005239029697226005,-0.038995428017992495,True,False
334,133.59286836033178,-0.18512854564762782,-0.06249752006103271,True,False
335,71.33333491226355,-0.279211071150939,-0.2460584756659311,True,False
336,100.52180333725642,0.4219820591886376,0.16478366392868915,True,False
337,87.64747026673246,0.14719722316032646,0.17077050502497715,True,False
338,179.52111068003194,-0.22613360019203566,0.4357039731188349,False,False
339,171.72799799427094,0.2961338044356203,0.18694741820102667,False,False
340,139.01140916077279,0.29777274053672365,0.3136739117167857,True,False
341,153.72578499074237,0.42412146273788753,0.36326840916144776,False,False
342,143.2934733440096,0.18800215864461345,0.081134847536526,True,True
343,66.39513085965046,0.49839627803615194,-0.1478974406119038,True,True
344,175.0425621793831,-0.39970905083554564,0.48331954243333364,False,False
345,137.1085689245541,0.09338248402686489,-0.11071095394517216,True,False
346,174.17488541140025,0.05740888982938086,-0.4266662005689682,False,False
347,115.20145751626677,0.11951512695103395,0.06423748066708923,True,False
348,172.90865429608405,0.06425112744874406,0.32082137795810817,False,False
349,96.14628153311833,-0.46507687260487895,0.3337678084589525,True,False
350,71.30656136329071,-0.2457747176623477,0.42368509003767707,True,True
351,102.24574713126617,0.3957283007356597,-0.059384516994778536,True,False
352,136.6311250310983,0.4375789168735197,-0.24802022834255832,True,False
353,92.2128803688949,-0.23165393890133068,-0.2806917163248023,True,True
354,157.64161129557425,-0.3435967757692743,-0.367452458479695,False,False
355,65.95689531043143,-0.26670592770138446,0.4951490683705232,True,False
356,138.7749337649215,-0.4502840483604107,0.03405988893645351,True,False
357,160.6340270779882,-0.16999240809782867,-0.3870124053372618,False,False
358,79.18843324622648,-0.16834517079796596,-0.18046080784939234,True,False
359,113.7011774420466,0.4933959243925067,-0.05651589711346805,True,False
360,112.8890520295417,-0.2551590288156177,-0.4173614402478313,True,False
361,144.52328013810757,0.27437652628174236,-0.4064450178632415,True,True
362,140.00299921245062,-0.49172521398179825,-0.05445625489277872,True,False
363,167.8130344338142,-0.0357338464523792,0.11369114006016834,False,False
364,187.7478573894676,0.3794631788327095,-0.2076027996655031,False,False
365,159.3378580493614,-0.2501573557172455,-0.397529677962293,False,False
366,168.3657024498183,-0.22395040742908823,-0.16650667239105454,False,False
367,112.72997405985578,0.013695827350203249,-0.11760288390824991,True,False
368,126.09996541665213,0.47196463972362135,0.1999464818192459,True,False
369,141.34338925812176,-0.04747876617412039,0.3624310238083207,True,False
370,106.75925974154143,0.2679393176732765,-0.45863475532512976,True,False
371,174.8870800185949,0.44982094236038095,-0.17370059450693953,False,False
372,159.31621955772732,0.3587208512063558,0.016998518240842864,False,False
373,99.29479619883614,-0.057856507075263575,-0.01661081336736192,True,False
374,61.43559742374094,0.07973743533395372,0.3200176107904026,True,False
375,181.1811918306446,0.22945414819793564,0.39256624863382605,False,False
376,91.50486073823708,-0.26612813957842707,-0.10470741157651875,True,True
377,149.76808258225225,0.09222624359544873,-0.06066360375709645,True,False
378,171.93897018566702,-0.017977445852395024,-0.3068874558233272,False,False
379,132.20181843946048,-0.08440174120485511,-0.41171637868559086,True,False
380,104.4520610850517,-0.49283020863505844,0.22499993014936226,True,False
381,174.16475162969698,-0.24172389678960116,0.22056057502187865,False,False
382,174.48067918393542,0.38911513574989276,0.3874921149142494,False,False
383,154.03148472716254,-0.2826027523064941,-0.11464254117992445,False,False
384,167.74579877512002,0.3144946436527495,-0.3545571233804987,False,False
385,82.6816742780099,-0.21405206274959043,-0.20671678231154167,True,False
386,79.01221467190453,0.2609215708324334,0.3076558305973074,True,False
387,88.01083499606565,0.27258897805746507,-0.42290612209302236,True,False
388,127.41892784727406,-0.44109999835490576,0.3825283434928456,True,False
389,111.59627097302649,0.09565277729292454,-0.20632212611930756,True,False
390,89.55817715216168,0.20725464978933594,0.24977923594343032,True,False
391,112.15364384519624,0.23428156864966532,-0.08056061890824906,True,False
392,124.322606499786,-0.19681934251895605,-0.3257180871750668,True,False
393,135.35237473900918,0.4673568974206549,-0.1585853740609925,True,False
394,142.05540715806956,0.47359704414203374,0.2312819825384136,True,False
395,67.9640764701169,-0.17910780527187142,-0.10499689874108997,True,False
396,66.88662445146687,0.3302894459601696,-0.3632160621163475,True,False
397,146.36698066411208,0.29712877505433044,-0.4524431671030882,True,False
398,120.69125613399842,0.3354021699042008,0.3841202175056071,True,False
399,177.04353399316014,-0.17928805530387748,-0.2575319455700522,False,False
400,134.95383218366115,-0.06999215100111,-0.3539062769014728,True,False
401,123.5939207616467,0.4303856000664533,-0.2739906457679937,True,False
402,166.35580648266262,0.235964786702772,-0.21677789633901468,False,False
403,128.8987766658448,-0.15279468797723372,0.21366136014009307,True,False
404,172.09686184739905,0.30609267083190883,0.052649992468075335,False,False
405,102.61318662904344,-0.22524517680576317,0.4862778899464534,True,False
406,171.05684334864674,0.2436267479938906,-0.042013659178809504,False,False
407,148.97876668211168,0.12063080439525808,-0.35137004949560247,True,False
408,146.03160747451707,-0.39385842373237256,0.3449611804363534,True,False
409,173.94865655171117,0.24490713409089615,0.05643053983931978,False,False
410,164.66977154960534,-0.11166917161881451,0.3584644925962699,False,False
411,157.37352588391877,-0.46924337149945117,-0.32938162633240686,False,False
412,119.80362909226228,-0.021552743612496372,-0.40820155005575887,True,True
413,88.40596507658826,0.21986417522273194,-0.4864170627113896,True,True
414,92.40544085119188,-0.058141260604811396,0.41897953724923653,True,False
415,111.95786836065203,-0.3790500540198196,-0.4221139590698284,True,False
416,155.11185596152274,0.22965285307839267,-0.012110457929161433,False,False
417,174.27314046385902,-0.17095500369479377,0.39110483625035597,False,False
418,96.17909288893264,-0.27560041481003217,0.16103655567319752,True,False
419,174.96784943182075,-0.09346463854159792,0.3295396054535693,False,False
420,186.61648207966203,0.03267288671064095,-0.11535615766609886,False,False
421,104.18168963329228,0.19501152060752325,-0.14198888015787248,True,False
422,173.06446763781668,0.2882272645110152,-0.4907382306033833,False,False
423,115.8146850716539,0.23520723120891973,-0.07265127226587054,True,False
